customer_id,customer_segment,region,signup_date,plan_type,monthly_revenue,tenure_months,is_churned,churn_date,churn_reason
CUST_000023,Premium_EV,Oceania,2023-11-02,Explore³ Analytics,98.46,14,False,,
CUST_000024,Fleet/Leasing,North America,2024-07-06,FleetWallet³ Pay,79.05,6,False,,
CUST_000025,Partner_Program,Europe & MENA,2023-04-25,StreamLocal³ Premium,76.15,21,False,,
CUST_000026,Fleet/Leasing,North America,2023-03-01,Cubic³ Connectivity 50GB,76.09,22,False,,
CUST_000027,Premium_EV,Oceania,2024-05-12,Cubic³ Connectivity 15GB,157.25,8,False,,
CUST_000028,Mass_Market,North America,2024-11-06,DriverConnect³ Plus,81.12,2,False,,
CUST_000029,Partner_Program,North America,2024-07-06,Explore³ Analytics,62.36,6,False,,
CUST_000030,Partner_Program,Oceania,2024-10-27,StreamLocal³ Premium,43.98,2,False,,
CUST_000031,Premium_EV,North America,2023-08-19,Cubic³ Connectivity 15GB,77.26,17,False,,
CUST_000032,Mass_Market,India & Middle East,2023-08-14,Cubic³ Connectivity 15GB,17.18,17,False,,
CUST_000033,Mass_Market,Europe & MENA,2023-02-02,StreamLocal³ Premium,17.17,23,False,,
CUST_000034,Partner_Program,North America,2024-07-06,Cubic³ Connectivity 50GB,64.8,6,False,,
CUST_000035,Partner_Program,North America,2024-04-29,DriverConnect³ Plus,25.9,8,True,2025-10-12,Price
CUST_000036,Partner_Program,Asia-Pacific,2024-04-23,Explore³ Analytics,15.95,8,False,,
CUST_000037,Premium_EV,Europe & MENA,2024-02-17,Explore³ Analytics,77.41,11,False,,
CUST_000038,Mass_Market,North America,2023-07-14,FleetWallet³ Pay,44.75,18,False,,
CUST_000039,Fleet/Leasing,Asia-Pacific,2023-09-13,Cubic³ Connectivity 15GB,44.35,16,False,,
CUST_000040,Premium_EV,Europe & MENA,2024-10-29,FleetWallet³ Pay,139.5,2,False,,
CUST_000041,Mass_Market,North America,2024-02-21,DriverConnect³ Plus,47.14,10,False,,
CUST_000042,Premium_EV,North America,2024-01-24,Cubic³ Connectivity 15GB,158.16,11,False,,
CUST_000043,Partner_Program,Latin America,2024-03-09,Explore³ Analytics,81.88,10,False,,
CUST_000044,Partner_Program,North America,2023-07-14,StreamLocal³ Premium,27.89,18,True,2023-12-13,Price
CUST_000045,Premium_EV,Europe & MENA,2024-08-21,DriverConnect³ Plus,97.86,4,False,,
CUST_000046,Mass_Market,Europe & MENA,2024-06-04,Cubic³ Connectivity 15GB,74.15,7,True,2024-11-10,Switched OEM plan
CUST_000047,Partner_Program,Europe & MENA,2024-08-06,Cubic³ Connectivity 50GB,54.26,5,True,2025-01-26,Support experience
CUST_000048,Fleet/Leasing,Latin America,2023-07-29,Explore³ Analytics,64.28,17,False,,
CUST_000049,Partner_Program,North America,2024-11-18,Explore³ Analytics,33.9,1,False,,
CUST_000050,Premium_EV,Europe & MENA,2024-04-14,FleetWallet³ Pay,159.81,9,False,,
CUST_000051,Premium_EV,India & Middle East,2023-08-07,FleetWallet³ Pay,68.15,17,False,,
CUST_000052,Premium_EV,North America,2024-01-14,StreamLocal³ Premium,54.72,12,False,,
CUST_000053,Fleet/Leasing,India & Middle East,2024-10-31,FleetWallet³ Pay,12.57,2,False,,
CUST_000054,Fleet/Leasing,Oceania,2023-04-17,Cubic³ Connectivity 50GB,31.31,21,False,,
CUST_000055,Mass_Market,Latin America,2023-10-16,FleetWallet³ Pay,27.38,15,False,,
CUST_000056,Fleet/Leasing,India & Middle East,2024-05-15,StreamLocal³ Premium,78.09,8,False,,
CUST_000057,Premium_EV,Oceania,2024-03-09,StreamLocal³ Premium,40.51,10,False,,
CUST_000058,Mass_Market,Oceania,2023-09-26,Cubic³ Connectivity 50GB,66.11,15,False,,
CUST_000059,Partner_Program,India & Middle East,2023-01-10,Cubic³ Connectivity 15GB,17.49,24,False,,
CUST_000060,Mass_Market,India & Middle East,2023-02-06,StreamLocal³ Premium,54.52,23,False,,
CUST_000061,Mass_Market,Europe & MENA,2023-11-12,StreamLocal³ Premium,77.63,14,False,,
CUST_000062,Premium_EV,Latin America,2023-08-04,Explore³ Analytics,66.19,17,True,2024-12-22,Partner change
CUST_000063,Mass_Market,North America,2023-06-16,Cubic³ Connectivity 50GB,76.34,19,True,2024-08-19,Support experience
CUST_000064,Mass_Market,Latin America,2023-06-13,Explore³ Analytics,19.89,19,False,,
CUST_000065,Partner_Program,North America,2023-07-24,DriverConnect³ Plus,37.53,18,False,,
CUST_000066,Mass_Market,North America,2023-01-25,Explore³ Analytics,26.1,24,False,,
CUST_000067,Premium_EV,Latin America,2023-12-26,Explore³ Analytics,98.68,12,False,,
CUST_000068,Fleet/Leasing,Europe & MENA,2023-04-29,StreamLocal³ Premium,25.04,20,False,,
CUST_000069,Fleet/Leasing,Europe & MENA,2023-04-22,FleetWallet³ Pay,43.72,21,False,,
CUST_000070,Fleet/Leasing,Asia-Pacific,2024-09-12,FleetWallet³ Pay,20.44,4,False,,
CUST_000071,Mass_Market,Latin America,2023-02-15,Explore³ Analytics,43.83,23,False,,
CUST_000072,Mass_Market,Latin America,2024-03-17,Cubic³ Connectivity 15GB,81.27,10,False,,
CUST_000073,Fleet/Leasing,Oceania,2023-05-08,Explore³ Analytics,77.7,20,False,,
CUST_000074,Partner_Program,Latin America,2024-02-17,Explore³ Analytics,33.58,11,False,,
CUST_000075,Partner_Program,Oceania,2024-01-24,Explore³ Analytics,66.61,11,False,,
CUST_000076,Fleet/Leasing,Asia-Pacific,2024-07-15,Cubic³ Connectivity 15GB,34.18,6,False,,
CUST_000077,Fleet/Leasing,Asia-Pacific,2024-03-28,DriverConnect³ Plus,61.32,9,False,,
CUST_000078,Mass_Market,Oceania,2023-03-28,StreamLocal³ Premium,49.63,21,False,,
CUST_000079,Fleet/Leasing,Europe & MENA,2023-08-29,Explore³ Analytics,34.66,16,False,,
CUST_000080,Mass_Market,Europe & MENA,2023-02-17,Cubic³ Connectivity 50GB,83.83,23,False,,
CUST_000081,Premium_EV,Asia-Pacific,2024-02-29,Explore³ Analytics,106.96,10,False,,
CUST_000082,Partner_Program,Asia-Pacific,2024-02-14,Cubic³ Connectivity 50GB,22.77,11,False,,
CUST_000083,Premium_EV,Asia-Pacific,2023-08-13,Cubic³ Connectivity 50GB,135.51,17,False,,
CUST_000084,Partner_Program,Europe & MENA,2024-07-24,Cubic³ Connectivity 50GB,78.98,5,False,,
CUST_000085,Mass_Market,Asia-Pacific,2024-11-14,FleetWallet³ Pay,84.12,2,False,,
CUST_000086,Partner_Program,India & Middle East,2025-01-06,FleetWallet³ Pay,43.15,0,False,,
CUST_000087,Partner_Program,North America,2024-05-01,DriverConnect³ Plus,30.92,8,False,,
CUST_000088,Fleet/Leasing,India & Middle East,2024-05-11,Explore³ Analytics,29.46,8,False,,
CUST_000089,Fleet/Leasing,North America,2023-10-06,StreamLocal³ Premium,35.34,15,False,,
CUST_000090,Mass_Market,North America,2023-08-25,DriverConnect³ Plus,62.66,16,False,,
CUST_000091,Premium_EV,Asia-Pacific,2024-02-22,StreamLocal³ Premium,102.83,10,False,,
CUST_000092,Mass_Market,Asia-Pacific,2024-02-03,FleetWallet³ Pay,81.06,11,True,2025-05-27,Support experience
CUST_000093,Premium_EV,Latin America,2023-11-02,DriverConnect³ Plus,141.68,14,False,,
CUST_000094,Partner_Program,India & Middle East,2024-07-13,FleetWallet³ Pay,77.54,6,False,,
CUST_000095,Fleet/Leasing,Asia-Pacific,2024-05-12,Cubic³ Connectivity 15GB,40.39,8,False,,
CUST_000096,Partner_Program,Oceania,2023-06-19,DriverConnect³ Plus,79.13,19,False,,
CUST_000097,Premium_EV,Asia-Pacific,2024-08-29,FleetWallet³ Pay,117.87,4,True,2026-02-08,Switched OEM plan
CUST_000098,Partner_Program,North America,2023-02-21,StreamLocal³ Premium,39.67,23,False,,
CUST_000099,Fleet/Leasing,Latin America,2024-01-24,StreamLocal³ Premium,66.9,11,False,,
CUST_000100,Fleet/Leasing,Europe & MENA,2024-04-26,Cubic³ Connectivity 15GB,66.68,8,True,2025-07-18,Switched OEM plan
CUST_000101,Premium_EV,Oceania,2023-02-11,Cubic³ Connectivity 15GB,153.7,23,False,,
CUST_000102,Premium_EV,India & Middle East,2023-06-06,Cubic³ Connectivity 50GB,50.78,19,False,,
CUST_000103,Mass_Market,Asia-Pacific,2024-12-17,StreamLocal³ Premium,67.98,0,False,,
CUST_000104,Premium_EV,North America,2023-11-15,Cubic³ Connectivity 15GB,107.34,14,False,,
CUST_000105,Partner_Program,Asia-Pacific,2025-01-02,Cubic³ Connectivity 50GB,17.55,0,False,,
CUST_000106,Mass_Market,Europe & MENA,2024-12-14,StreamLocal³ Premium,74.07,1,False,,
CUST_000107,Premium_EV,India & Middle East,2023-02-12,StreamLocal³ Premium,101.59,23,False,,
CUST_000108,Premium_EV,India & Middle East,2024-10-25,StreamLocal³ Premium,36.58,2,False,,
CUST_000109,Partner_Program,Europe & MENA,2024-03-19,StreamLocal³ Premium,58.4,10,False,,
CUST_000110,Mass_Market,Asia-Pacific,2023-06-30,Explore³ Analytics,50.09,18,False,,
CUST_000111,Partner_Program,Asia-Pacific,2024-03-22,Explore³ Analytics,55.25,9,False,,
CUST_000112,Mass_Market,Europe & MENA,2023-10-13,DriverConnect³ Plus,29.8,15,False,,
CUST_000113,Partner_Program,Latin America,2023-01-30,DriverConnect³ Plus,74.12,23,False,,
CUST_000114,Mass_Market,Latin America,2023-09-22,StreamLocal³ Premium,32.42,16,False,,
CUST_000115,Fleet/Leasing,India & Middle East,2023-01-11,FleetWallet³ Pay,81.21,24,True,2024-05-31,Support experience
CUST_000116,Mass_Market,Oceania,2024-05-02,Explore³ Analytics,63.96,8,False,,
CUST_000117,Premium_EV,Europe & MENA,2023-10-29,Cubic³ Connectivity 50GB,85.55,14,False,,
CUST_000118,Fleet/Leasing,Asia-Pacific,2024-07-20,FleetWallet³ Pay,37.09,5,False,,
CUST_000119,Fleet/Leasing,Latin America,2024-12-20,DriverConnect³ Plus,31.78,0,False,,
CUST_000120,Premium_EV,Oceania,2023-07-17,StreamLocal³ Premium,49.94,18,False,,
CUST_000121,Mass_Market,North America,2023-08-10,Explore³ Analytics,47.35,17,False,,
CUST_000122,Fleet/Leasing,Europe & MENA,2023-07-18,StreamLocal³ Premium,28.61,18,False,,
CUST_000123,Premium_EV,Oceania,2024-06-30,Cubic³ Connectivity 50GB,69.29,6,False,,
CUST_000124,Fleet/Leasing,Oceania,2023-05-10,Explore³ Analytics,75.4,20,False,,
CUST_000125,Premium_EV,India & Middle East,2023-10-19,DriverConnect³ Plus,94.84,15,False,,
CUST_000126,Premium_EV,Latin America,2024-05-04,Cubic³ Connectivity 15GB,137.76,8,False,,
CUST_000127,Premium_EV,India & Middle East,2024-10-06,Explore³ Analytics,41.7,3,False,,
CUST_000128,Fleet/Leasing,Europe & MENA,2023-09-12,Cubic³ Connectivity 15GB,52.74,16,False,,
CUST_000129,Mass_Market,India & Middle East,2024-01-25,DriverConnect³ Plus,78.32,11,False,,
CUST_000130,Partner_Program,Latin America,2024-08-05,FleetWallet³ Pay,16.4,5,False,,
CUST_000131,Premium_EV,North America,2024-10-02,Cubic³ Connectivity 50GB,68.08,3,True,2025-09-02,Switched OEM plan
CUST_000132,Premium_EV,North America,2023-01-03,DriverConnect³ Plus,91.31,24,False,,
CUST_000133,Fleet/Leasing,Europe & MENA,2023-08-26,StreamLocal³ Premium,63.61,16,False,,
CUST_000134,Partner_Program,Europe & MENA,2024-12-04,Cubic³ Connectivity 50GB,79.45,1,False,,
CUST_000135,Mass_Market,Asia-Pacific,2023-04-28,FleetWallet³ Pay,28.41,20,False,,
CUST_000136,Fleet/Leasing,North America,2023-03-15,Cubic³ Connectivity 15GB,24.11,22,False,,
CUST_000137,Fleet/Leasing,Asia-Pacific,2023-05-08,DriverConnect³ Plus,62.27,20,False,,
CUST_000138,Fleet/Leasing,India & Middle East,2024-07-06,DriverConnect³ Plus,43.96,6,False,,
CUST_000139,Partner_Program,Oceania,2023-11-27,FleetWallet³ Pay,30.28,13,True,2024-03-17,Price
CUST_000140,Premium_EV,North America,2024-04-26,FleetWallet³ Pay,116.44,8,False,,
CUST_000141,Mass_Market,India & Middle East,2024-03-22,Explore³ Analytics,71.44,9,False,,
CUST_000142,Partner_Program,Latin America,2024-02-23,StreamLocal³ Premium,35.44,10,True,2024-11-03,Price
CUST_000143,Partner_Program,Oceania,2024-05-22,StreamLocal³ Premium,60.37,7,False,,
CUST_000144,Premium_EV,Asia-Pacific,2023-04-01,StreamLocal³ Premium,66.55,21,True,2024-08-16,Partner change
CUST_000145,Premium_EV,Oceania,2024-07-09,DriverConnect³ Plus,86.66,6,False,,
CUST_000146,Fleet/Leasing,India & Middle East,2024-05-25,Explore³ Analytics,44.27,7,True,2025-05-23,Partner change
CUST_000147,Mass_Market,Latin America,2024-03-24,Explore³ Analytics,47.38,9,True,2025-02-22,Switched OEM plan
CUST_000148,Fleet/Leasing,India & Middle East,2023-01-15,FleetWallet³ Pay,41.78,24,False,,
CUST_000149,Premium_EV,Asia-Pacific,2023-05-01,Explore³ Analytics,139.02,20,False,,
CUST_000150,Fleet/Leasing,India & Middle East,2024-12-23,StreamLocal³ Premium,42.33,0,False,,
CUST_000151,Partner_Program,North America,2024-04-12,FleetWallet³ Pay,22.56,9,False,,
CUST_000152,Mass_Market,Europe & MENA,2023-10-10,DriverConnect³ Plus,36.81,15,False,,
CUST_000153,Fleet/Leasing,Europe & MENA,2023-10-17,Explore³ Analytics,33.79,15,False,,
CUST_000154,Partner_Program,North America,2024-04-02,FleetWallet³ Pay,47.36,9,False,,
CUST_000155,Partner_Program,Asia-Pacific,2023-11-26,Cubic³ Connectivity 50GB,83.6,13,False,,
CUST_000156,Partner_Program,North America,2024-02-25,Cubic³ Connectivity 15GB,35.23,10,False,,
CUST_000157,Partner_Program,Asia-Pacific,2024-11-10,Explore³ Analytics,83.6,2,False,,
CUST_000158,Premium_EV,North America,2024-05-29,FleetWallet³ Pay,76.5,7,True,2025-11-20,Network QoS
CUST_000159,Partner_Program,Europe & MENA,2025-01-09,Cubic³ Connectivity 50GB,41.93,0,False,,
CUST_000160,Mass_Market,Europe & MENA,2024-04-25,StreamLocal³ Premium,36.71,8,False,,
CUST_000161,Premium_EV,Latin America,2024-11-21,FleetWallet³ Pay,82.5,1,False,,
CUST_000162,Partner_Program,India & Middle East,2023-02-06,FleetWallet³ Pay,16.99,23,False,,
CUST_000163,Fleet/Leasing,North America,2023-04-03,DriverConnect³ Plus,83.42,21,False,,
CUST_000164,Premium_EV,Asia-Pacific,2023-06-20,Explore³ Analytics,72.43,19,True,2024-08-15,Network QoS
CUST_000165,Fleet/Leasing,Latin America,2024-01-19,DriverConnect³ Plus,22.63,12,False,,
CUST_000166,Mass_Market,North America,2023-06-29,Cubic³ Connectivity 15GB,56.49,18,False,,
CUST_000167,Mass_Market,Asia-Pacific,2024-08-20,Cubic³ Connectivity 50GB,28.95,4,False,,
CUST_000168,Partner_Program,Latin America,2024-11-13,Cubic³ Connectivity 15GB,77.62,2,False,,
CUST_000169,Fleet/Leasing,Oceania,2024-07-13,Cubic³ Connectivity 50GB,17.39,6,False,,
CUST_000170,Fleet/Leasing,Oceania,2024-03-10,Explore³ Analytics,30.26,10,False,,
CUST_000171,Mass_Market,Asia-Pacific,2024-05-09,Cubic³ Connectivity 15GB,29.32,8,False,,
CUST_000172,Fleet/Leasing,Oceania,2023-10-30,Cubic³ Connectivity 15GB,83.39,14,False,,
CUST_000173,Fleet/Leasing,Europe & MENA,2024-08-02,Explore³ Analytics,68.82,5,False,,
CUST_000174,Partner_Program,Latin America,2023-08-24,FleetWallet³ Pay,70.54,17,False,,
CUST_000175,Mass_Market,India & Middle East,2023-09-14,Explore³ Analytics,67.16,16,False,,
CUST_000176,Mass_Market,Oceania,2023-04-10,Explore³ Analytics,59.18,21,False,,
CUST_000177,Partner_Program,Europe & MENA,2024-08-16,StreamLocal³ Premium,65.46,5,True,2025-09-12,Price
CUST_000178,Partner_Program,North America,2023-07-25,Cubic³ Connectivity 50GB,69.42,18,False,,
CUST_000179,Fleet/Leasing,India & Middle East,2024-05-28,StreamLocal³ Premium,72.62,7,False,,
CUST_000180,Partner_Program,Latin America,2023-12-13,Cubic³ Connectivity 15GB,46.19,13,True,2024-10-29,Support experience
CUST_000181,Fleet/Leasing,Europe & MENA,2024-02-09,Cubic³ Connectivity 15GB,31.31,11,False,,
CUST_000182,Fleet/Leasing,Oceania,2024-11-19,StreamLocal³ Premium,54.67,1,False,,
CUST_000183,Fleet/Leasing,Europe & MENA,2024-11-22,Cubic³ Connectivity 50GB,46.42,1,False,,
CUST_000184,Fleet/Leasing,India & Middle East,2023-08-15,Explore³ Analytics,16.61,17,False,,
CUST_000185,Fleet/Leasing,Oceania,2024-02-23,Cubic³ Connectivity 15GB,22.2,10,False,,
CUST_000186,Fleet/Leasing,Asia-Pacific,2023-04-29,Cubic³ Connectivity 15GB,29.14,20,False,,
CUST_000187,Partner_Program,Asia-Pacific,2024-01-15,Explore³ Analytics,81.3,12,False,,
CUST_000188,Partner_Program,India & Middle East,2025-01-14,Cubic³ Connectivity 50GB,76.64,0,False,,
CUST_000189,Partner_Program,India & Middle East,2024-02-22,StreamLocal³ Premium,14.39,10,False,,
CUST_000190,Partner_Program,Asia-Pacific,2023-08-30,StreamLocal³ Premium,19.25,16,False,,
CUST_000191,Fleet/Leasing,Europe & MENA,2024-02-12,StreamLocal³ Premium,25.86,11,False,,
CUST_000192,Partner_Program,Europe & MENA,2024-11-09,Cubic³ Connectivity 50GB,58.84,2,False,,
CUST_000193,Premium_EV,Europe & MENA,2023-12-08,Cubic³ Connectivity 50GB,158.6,13,False,,
CUST_000194,Mass_Market,Europe & MENA,2024-07-21,Cubic³ Connectivity 50GB,54.81,5,False,,
CUST_000195,Mass_Market,Latin America,2023-06-01,FleetWallet³ Pay,12.21,19,False,,
CUST_000196,Mass_Market,North America,2024-07-07,StreamLocal³ Premium,70.29,6,True,2024-10-31,Switched OEM plan
CUST_000197,Premium_EV,Latin America,2023-09-01,FleetWallet³ Pay,75.47,16,False,,
CUST_000198,Premium_EV,North America,2024-03-07,FleetWallet³ Pay,49.21,10,True,2025-09-07,Price
CUST_000199,Premium_EV,Asia-Pacific,2024-05-30,Cubic³ Connectivity 50GB,153.18,7,True,2025-07-02,Support experience
CUST_000200,Premium_EV,Europe & MENA,2024-05-05,DriverConnect³ Plus,88.28,8,True,2025-10-31,Network QoS
CUST_000201,Premium_EV,Latin America,2024-09-14,Cubic³ Connectivity 50GB,43.21,4,False,,
CUST_000202,Fleet/Leasing,Asia-Pacific,2024-09-03,FleetWallet³ Pay,33.53,4,False,,
CUST_000203,Partner_Program,Europe & MENA,2024-12-19,Cubic³ Connectivity 15GB,74.25,0,False,,
CUST_000204,Mass_Market,Asia-Pacific,2024-04-07,Cubic³ Connectivity 50GB,42.21,9,False,,
CUST_000205,Partner_Program,Asia-Pacific,2025-01-17,Cubic³ Connectivity 15GB,34.82,-1,False,,
CUST_000206,Fleet/Leasing,Latin America,2023-06-06,Explore³ Analytics,79.38,19,True,2023-11-30,Network QoS
CUST_000207,Partner_Program,Europe & MENA,2024-01-17,Cubic³ Connectivity 50GB,52.62,12,False,,
CUST_000208,Fleet/Leasing,Oceania,2023-05-06,DriverConnect³ Plus,37.81,20,False,,
CUST_000209,Partner_Program,Oceania,2023-02-22,StreamLocal³ Premium,55.83,23,False,,
CUST_000210,Mass_Market,North America,2024-11-03,DriverConnect³ Plus,28.37,2,True,2026-02-12,Network QoS
CUST_000211,Fleet/Leasing,India & Middle East,2023-08-20,DriverConnect³ Plus,73.7,17,False,,
CUST_000212,Premium_EV,India & Middle East,2024-11-04,Explore³ Analytics,68.43,2,False,,
CUST_000213,Fleet/Leasing,Latin America,2023-12-26,Cubic³ Connectivity 15GB,25.24,12,False,,
CUST_000214,Partner_Program,Europe & MENA,2023-05-26,Explore³ Analytics,58.22,20,True,2024-03-31,Support experience
CUST_000215,Partner_Program,Asia-Pacific,2023-12-16,Cubic³ Connectivity 50GB,39.01,13,False,,
CUST_000216,Premium_EV,Europe & MENA,2023-06-09,Cubic³ Connectivity 50GB,129.3,19,True,2023-11-29,Price
CUST_000217,Partner_Program,Oceania,2024-03-10,DriverConnect³ Plus,56.32,10,False,,
CUST_000218,Mass_Market,India & Middle East,2023-04-27,StreamLocal³ Premium,43.38,20,False,,
CUST_000219,Partner_Program,India & Middle East,2024-11-14,StreamLocal³ Premium,15.32,2,False,,
CUST_000220,Premium_EV,Europe & MENA,2023-07-29,StreamLocal³ Premium,153.17,17,False,,
CUST_000221,Fleet/Leasing,Latin America,2023-12-02,Cubic³ Connectivity 15GB,12.56,13,False,,
CUST_000222,Mass_Market,North America,2024-01-25,FleetWallet³ Pay,63.37,11,False,,
CUST_000223,Fleet/Leasing,Europe & MENA,2024-02-11,Explore³ Analytics,15.09,11,True,2024-07-29,Price
CUST_000224,Partner_Program,India & Middle East,2024-02-19,Explore³ Analytics,58.73,11,False,,
CUST_000225,Partner_Program,Europe & MENA,2023-11-29,Cubic³ Connectivity 50GB,70.5,13,False,,
CUST_000226,Fleet/Leasing,Europe & MENA,2024-03-23,Cubic³ Connectivity 15GB,29.76,9,False,,
CUST_000227,Premium_EV,Asia-Pacific,2023-11-14,Explore³ Analytics,77.44,14,False,,
CUST_000228,Mass_Market,Europe & MENA,2024-06-06,Explore³ Analytics,20.32,7,False,,
CUST_000229,Fleet/Leasing,Latin America,2025-01-14,Explore³ Analytics,71.5,0,False,,
CUST_000230,Mass_Market,Latin America,2023-07-22,Cubic³ Connectivity 50GB,55.98,18,False,,
CUST_000231,Premium_EV,North America,2024-10-05,DriverConnect³ Plus,92.99,3,False,,
CUST_000232,Partner_Program,Oceania,2024-08-01,Explore³ Analytics,58.38,5,False,,
CUST_000233,Fleet/Leasing,North America,2024-03-26,Cubic³ Connectivity 15GB,46.23,9,False,,
CUST_000234,Fleet/Leasing,India & Middle East,2023-02-27,StreamLocal³ Premium,49.04,22,False,,
CUST_000235,Partner_Program,Europe & MENA,2023-02-28,StreamLocal³ Premium,72.71,22,True,2023-08-29,Partner change
CUST_000236,Partner_Program,Asia-Pacific,2024-08-17,FleetWallet³ Pay,81.66,5,False,,
CUST_000237,Premium_EV,Asia-Pacific,2024-08-08,Explore³ Analytics,58.53,5,False,,
CUST_000238,Mass_Market,Europe & MENA,2024-04-06,Cubic³ Connectivity 15GB,71.2,9,False,,
CUST_000239,Premium_EV,India & Middle East,2024-10-23,Cubic³ Connectivity 50GB,39.89,2,False,,
CUST_000240,Partner_Program,India & Middle East,2024-06-19,FleetWallet³ Pay,23.59,7,False,,
CUST_000241,Fleet/Leasing,Asia-Pacific,2024-02-23,StreamLocal³ Premium,61.56,10,True,2025-04-30,Network QoS
CUST_000242,Fleet/Leasing,Europe & MENA,2024-07-25,Explore³ Analytics,40.22,5,False,,
CUST_000243,Mass_Market,Latin America,2023-03-25,FleetWallet³ Pay,60.44,22,False,,
CUST_000244,Fleet/Leasing,Oceania,2024-12-16,Explore³ Analytics,40.61,1,False,,
CUST_000245,Premium_EV,Latin America,2024-07-26,DriverConnect³ Plus,115.44,5,False,,
CUST_000246,Mass_Market,Oceania,2024-12-20,Explore³ Analytics,84.79,0,False,,
CUST_000247,Premium_EV,Oceania,2024-11-17,DriverConnect³ Plus,98.56,1,True,2025-12-28,Switched OEM plan
CUST_000248,Mass_Market,Latin America,2024-05-12,Cubic³ Connectivity 50GB,28.54,8,False,,
CUST_000249,Premium_EV,Latin America,2023-04-14,FleetWallet³ Pay,131.36,21,False,,
CUST_000250,Premium_EV,Oceania,2023-12-11,FleetWallet³ Pay,51.38,13,False,,
CUST_000251,Mass_Market,North America,2024-12-10,FleetWallet³ Pay,71.06,1,False,,
CUST_000252,Partner_Program,Europe & MENA,2024-02-25,StreamLocal³ Premium,61.37,10,False,,
CUST_000253,Partner_Program,India & Middle East,2023-10-19,Explore³ Analytics,69.22,15,False,,
CUST_000254,Mass_Market,Latin America,2024-04-25,Cubic³ Connectivity 50GB,38.85,8,False,,
CUST_000255,Partner_Program,Asia-Pacific,2023-10-16,DriverConnect³ Plus,48.71,15,False,,
CUST_000256,Mass_Market,North America,2024-09-11,Cubic³ Connectivity 50GB,75.73,4,True,2026-04-16,Price
CUST_000257,Premium_EV,Oceania,2024-06-12,Cubic³ Connectivity 15GB,70.63,7,False,,
CUST_000258,Fleet/Leasing,Asia-Pacific,2024-06-09,Cubic³ Connectivity 50GB,72.67,7,True,2025-04-22,Support experience
CUST_000259,Fleet/Leasing,Europe & MENA,2024-02-29,Cubic³ Connectivity 15GB,40.94,10,False,,
CUST_000260,Partner_Program,Europe & MENA,2024-01-19,Cubic³ Connectivity 50GB,14.06,12,False,,
CUST_000261,Fleet/Leasing,North America,2023-05-21,Cubic³ Connectivity 15GB,32.94,20,False,,
CUST_000262,Mass_Market,Oceania,2024-04-25,DriverConnect³ Plus,56.92,8,False,,
CUST_000263,Premium_EV,Latin America,2023-08-09,Cubic³ Connectivity 50GB,103.6,17,False,,
CUST_000264,Partner_Program,Europe & MENA,2023-10-23,Cubic³ Connectivity 50GB,33.98,15,True,2025-03-25,Partner change
